ITEM_CATEGORY_NAME,ITEM_SUBCATEGORY_NAME,ITEM_CLASS_NAME,PRODUCT_COUNTRY_ORIGIN_NAME,PRODUCT_SKU_NO,PRODUCT_LONG_NAME,PRODUCT_BASE_UPC_NO,PRODUCT_LITRES_PER_CONTAINER,PRD_CONTAINER_PER_SELL_UNIT,PRODUCT_ALCOHOL_PERCENT,PRODUCT_PRICE,SWEETNESS_CODE
Wine,France Wine,France Red Wine,FRANCE,965814,COTES DU JURA ROUGE - JEAN BOURDY 1987,8.78969E+11,0.75,1,12.5,205.99,0
Wine,Chile Wine,Chile Red Wine,CHILE,101199,CHILEAN RED - CLOS APALTA COLCHAGUA 2016,6.2699E+11,6,1,15,1389,NA
Wine,Spain Wine,Spain Red Wine,SPAIN,169383,JUMILLA - EL PETIT BONHOMME TINTO,8.43701E+12,0.75,1,14.5,15.99,0
Wine,Germany Wine,Germany White Wine,GERMANY,646950,RIESLING TROCKEN - ROBERT WEIL KIEDRICH GRAFENBERG G G 2018,4.00375E+12,0.75,1,13,105.99,1
Spirits,Grape and Fruit Brandy,Cognac,FRANCE,791624,HENNESSY - VERY SPECIAL,6.2699E+11,0.375,1,40,37.99,NA
Wine,Other Style Wine,Aperitif And Flavoured Wine,CANADA,24828,STONES - ORIGINAL GREEN GINGER WINE,48162002982,0.75,1,13.5,11.99,6
Wine,Canada - BC,Canada - BC Red Wine,CANADA,25516,BODACIOUS - MALBEC,63657041727,0.75,1,13,8.99,1
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,27530,PORT ELLEN - 37 YEAR OLD,5.00028E+12,0.75,1,51,4999.99,NA
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,CANADA,51868,SHOCK TOP BELGIAN WHITE CAN,62067166372,0.355,15,5.2,27.99,NA
Wine,France Wine,France White Wine,FRANCE,53623,BOURGOGNE CHARDONNAY - BAUDOUIN MILLET 2019,3.76016E+12,0.75,1,12.5,28.99,NA
Wine,France Wine,France Red Wine,FRANCE,60892,BORDEAUX - CHATEAU SAINT BERNARD 2018,6.96852E+11,0.75,1,14,25,NA
Wine,Canada - Other,Canada - Other White Wine,CANADA,86965,BODACIOUS - SMOOTH WHITE,63657036020,4,1,11.5,39.99,1
Wine,Italy Wine,Italy Red Wine,ITALY,94789,CHIANTI CLASSICO - SAN FABIANO CALCINAIA ORGANIC 2018,8.02521E+12,0.75,1,13.5,26.99,0
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,CANADA,145210,MILLER GENUINE DRAFT,56327012394,0.355,18,4.7,31.49,NA
Wine,France Wine,France Red Wine,FRANCE,153458,MARGAUX - MARQUIS DE TERME 2017,3.37828E+12,0.75,1,13,110,NA
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,165592,1792 - BCLS PERSONAL BARREL BOURBON,6.2699E+11,0.75,1,49.3,89.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,202028,ARDBEG - UIGEADAIL,5.01049E+12,0.7,1,54.2,144.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,215234,AMARONE CLASSICO - NOVAIA CORTE VAONA 2012,8.03264E+12,0.75,1,15,76.99,0
Wine,France Wine,France Red Wine,FRANCE,388862,BOURGOGNE PINOT NOIR - ROSSIGNOL FEVRIER ORGANIC 2018,3.76016E+12,0.75,1,13,44.99,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,414748,WILD GOOSE - GEWURZTRAMINER 2019,6.2699E+11,0.75,1,12.5,17.99,1
Refreshment Beverages,Cider,Domestic Cider,CANADA,673566,BIG ROCK - ROCK CREEK DRY APPLE CAN,64294629903,0.355,6,5.5,11.79,NA
Spirits,Gin,Dry Gin,UNITED STATES OF AMERICA,756510,AVIATION - AMERICAN GIN BATCH DISTILLED,8.53507E+11,0.75,1,42,39.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,799585,BAROLO RISERVA - PRUNOTTO BUSSIA VIGNA COLONNELLO 12,8.016E+12,0.75,1,13.5,249.99,0
Spirits,Rum,White Rum,CANADA,6932,LAMB'S - WHITE,48415510820,1.14,1,40,33.49,NA
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,19599,OFF THE RAIL BREWING - CLASSIC PALE ALE  CAN,6.2699E+11,0.355,6,5,10.89,NA
Wine,France Wine,France White Wine,FRANCE,21907,POUILLY FUISSE - DOMAINE DU CHALET POUILLY 2018,3.76003E+12,0.75,1,13,38.99,0
Wine,France Wine,France Red Wine,FRANCE,103159,PAUILLAC - CHATEAU LAFITE ROTHSCHILD 2017,6.96852E+11,0.75,1,13,1500,NA
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,120840,REGIONAL RESERVE CABERNET SAUVIGNON - WOLF BLASS GOLD LABEL,98137333450,0.75,1,14,24.99,0
Wine,France Wine,France Red Wine,FRANCE,133351,ST ESTEPHE - PAGODES DE COS 2018,3.60905E+12,0.75,1,13,120,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,226013,NAPA VALLEY RED - PROMONTORY 2012,6.2699E+11,0.75,1,14.5,799,NA
Wine,New Zealand Wine,New Zealand Red Wine,NEW ZEALAND,254508,PINOT NOIR - VILLA MARIA PRIVATE BIN,9.41442E+12,0.75,1,13.6,24.99,0
Wine,France Wine,France Red Wine,FRANCE,255938,CHATEAUX BROWN ROUGE 2016,7.14153E+11,0.75,1,13,55,NA
Wine,France Wine,France Red Wine,FRANCE,351781,PAUILLAC - CHATEAU LATOUR LES FORTS DE LATOUR 2015,3.27704E+12,0.75,1,13,550,0
Wine,China Wine,China Red Wine,CHINA,399267,CABERNET SAUVIGNON MERLOT - SILVER HEIGHTS EMMA'S RESERVE,6.94742E+12,0.75,1,15,209.99,0
Wine,France Wine,France Champagne Wine,FRANCE,409485,NICOLAS FEUILLATTE - RESERVE EXCLUSIVE ROSE GIFT PACK,3.28295E+12,0.75,1,12,75.99,0
Wine,France Wine,France Fruit and Dessert Wine,FRANCE,485850,BANYULS - PIETRI GERAUD MEDITERRANEE 2015,7.03599E+12,0.75,1,16,43.99,9
Wine,France Wine,France Red Wine,FRANCE,770834,JURA - BOURDY COTES DU JURA ROUGE 1985,3.56311E+12,0.75,1,12,285.99,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,151429,CHECKMATE - QUEEN TAKEN CHARDONNAY 2017,7.76546E+11,0.75,1,14.1,124.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,163244,NAPA VALLEY RED - BOND QUELLA 2014,6.2699E+11,0.75,1,14.5,889,0
Wine,France Wine,France Red Wine,FRANCE,187039,CHATEAU PAVIE 2014,6.2699E+11,0.75,1,13,525,0
Wine,Argentina Wine,Argentina White Wine,ARGENTINA,213389,TORRONTES - MICHEL TORINO CUMA ORGANIC,7.79019E+12,0.75,1,13.5,14.49,0
Wine,Italy Wine,Prosecco Wine,ITALY,268714,VILLA TERESA - PROSECCO FRIZZANTE ORGANIC,8.00762E+12,0.75,1,11,19.99,2
Wine,Italy Wine,Italy Red Wine,ITALY,317446,TOSCANA - ANTINORI SOLAIA 2017,8.00194E+12,1.5,1,14,1170,0
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,63195,WOODFORD RESERVE - MASTERS COLLECTION VERY FINE RARE BOURBON,81128002701,0.75,1,45.2,164.99,NA
Wine,Sake,Japan Sake,JAPAN,66820,IMAYO TSUKASA SAKE - KOI,4.93552E+12,0.72,1,17,89.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,74573,SEE YA LATER RANCH - POPPY RED 2019,63657042397,0.75,1,14.5,15.49,1
Wine,Italy Wine,Italy Red Wine,ITALY,79702,BAROLO - G D VAJRA ALBE 2016,,3,1,14.5,409.99,0
Wine,France Wine,France Red Wine,FRANCE,161003,CHATEAU VIEILLE CURE 2016,7.14153E+11,0.75,1,13,45,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,172177,SCARABUS ISLAY SINGLE MALT SCOTCH WHISKY - HUNTER LAING,5.06035E+12,0.7,1,46,84.99,NA
Wine,France Wine,France Red Wine,FRANCE,196868,PESSAC-LEOGNAN - CHATEAU BROWN ROUGE 2017,3.76021E+12,0.75,1,13,52,NA
Spirits,Vodka,Flavoured Vodka,NETHERLANDS,201883,KETEL ONE BOTANICAL - CUCUMBER & MINT,85156875016,0.75,1,30,32.99,NA
Wine,France Wine,France Red Wine,FRANCE,259721,COTES DU RHONE - GUIGAL 2016,3.53665E+12,0.75,1,14,25.99,0
Wine,USA Wine,USA Sparkling Wine,UNITED STATES OF AMERICA,265678,MUMM  NAPA - BRUT PRESTIGE,87000104310,0.75,1,12.5,28.99,1
Wine,Canada - BC,Canada - BC Rose Wine,CANADA,387299,IMBZZL - RUSE ROSE,63657043189,0.75,1,13.9,19.99,0
Refreshment Beverages,Cider,Domestic Cider,CANADA,402792,OKANAGAN PREMIUM CIDER - OGOPOGO SAMPLER,62067382024,0.355,12,5,21.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,537589,DEANSTON - VIRGIN OAK,5.0297E+12,0.75,1,46.3,53.99,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,558171,FORT BERENS - CHARDONNAY 2020,6.2699E+11,0.75,1,13.8,20.99,0
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,692525,OLD STYLE PILSNER CAN,56327593206,0.355,8,5,12.29,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,860015,BURROWING OWL - CABERNET SAUVIGNON 2017,6.88229E+11,0.75,1,14.5,45.99,0
Spirits,Whisky,Blended Scotch Whisky,UNITED KINGDOM,1099,JOHNNIE WALKER - RED LABEL,6.22154E+11,0.75,1,40,28.99,NA
Wine,Fortified Wine,Port Wine,PORTUGAL,23443,RAMOS PINTO - VINTAGE 2017,5.60133E+12,0.75,1,19.5,149.99,9
Spirits,Vodka,Straight Vodka,POLAND,31027,BELVEDERE,5.90104E+12,0.2,1,40,15.99,NA
Wine,France Wine,France Red Wine,FRANCE,42829,COTES DE BEAUNE POMMARD - DOMAINE PARENT,3.46326E+12,0.75,1,13.5,115.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,119493,GLEN ELGIN - 18 YEAR OLD,88076181731,0.75,1,54.8,600,NA
Beer,Import Beer,Europe Beer,BELGIUM,139375,RODENBACH - FLEMISH RED ALE VINTAGE,5.41058E+12,0.75,1,7,12.79,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,157961,PYUR - COCONUT VODKA SODA CAN,6.2699E+11,0.355,6,4.5,11.99,NA
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,167227,CANNERY BREWING - HEIST MAPLE STOUT TALL CAN,6.2699E+11,0.473,4,5.5,13.29,NA
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,CANADA,447953,FIREBALL,88004144746,0.75,1,33,23.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,481025,SINGLE MALTS OF SCOTLAND - ARDMORE 21 YEAR OLD SINGLE MALT S,5.06053E+12,0.7,1,53.1,250,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,535567,COPPER MOON - PINOT GRIGIO,48162013100,1.5,1,12,16.49,1
Wine,Canada - BC,Canada - BC Red Wine,CANADA,835348,WAYNE GRETZKY OKANAGAN - CABERNET SYRAH 2019,6.27167E+11,0.75,1,13,17.49,1
Wine,France Wine,France Red Wine,FRANCE,866558,CHATEAU MOUTON ROTHSCHILD 2015,,0.75,1,13,1200,NA
Wine,France Wine,France White Wine,FRANCE,49984,GRAVES - CLOS FLORIDENE BLANC 2018,,0.75,1,13,45,NA
Spirits,Other Spirits,Moonshine Spirits,UNITED STATES OF AMERICA,51295,OLE SMOKY - MOONSHINE PICKLES,8.53915E+11,0.75,1,20,31.99,NA
Wine,France Wine,France Red Wine,FRANCE,95265,CHATEAU COS D'ESTOURNEL 2013,,0.75,1,13,249,0
Wine,France Wine,France Red Wine,FRANCE,128333,SAINT EMILION - CHATEAU MONBOUSQUET 2015,3.41295E+12,0.75,1,14.5,135.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,169581,GLENMORANGIE - NECTAR D'OR SAUTERNES CASK FINISH,5.01049E+12,0.75,1,46,110.99,NA
Wine,France Wine,France White Wine,FRANCE,229656,L'ESPRIT DE CHEVALIER BLANC 2016,3.60905E+12,0.75,1,13,55,NA
Wine,Italy Wine,Italy Red Wine,ITALY,391797,CHIANTI - FONTELLA,8.00355E+12,0.75,1,13,11.97,0
Wine,Italy Wine,Italy Red Wine,ITALY,456049,BAROLO - CONTERNO FANTINO MOSCONI VIGNA PED 2010,8.10065E+11,0.75,1,14,175.99,0
Wine,Spain Wine,Spain Red Wine,SPAIN,479881,CASTILLA TEMPRANILLO - DOMINIO DE PUNCTUM LOBETIA ORGANIC,8.43701E+12,0.75,1,13.5,12.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,485003,SCREW IT! - THE RED,7.76546E+11,0.75,1,12.5,8.99,0
Wine,France Wine,France White Wine,FRANCE,616383,LA CLARTE DE HAUT BRION BLANC 2015,6.2699E+11,0.75,1,13,170,0
Spirits,Vodka,Flavoured Vodka,CANADA,743575,SMIRNOFF - RASPBERRY,82000767275,0.375,1,35,12.99,NA
Wine,Sake,Japan Sake,JAPAN,892943,DASSAI - 45 NIGORI JUNMAI DAIGINJO SUPER PREMIUM SAKE,4.93645E+12,0.3,1,13.5,26.79,0
Wine,France Wine,France White Wine,FRANCE,993865,CHATEAU BROWN BLANC 2015,7.14153E+11,0.75,1,13,60,NA
Spirits,Whisky,Other Country Whisky,JAPAN,4791,AKASHI JAPANESE BLENDED WHISKY,4.96927E+12,0.5,1,40,65.99,NA
Wine,New Zealand Wine,New Zealand White Wine,NEW ZEALAND,16964,SAUVIGNON BLANC - MARISCO THE NED WAIHOPAI MARLBOROUGH,9.4219E+12,0.75,1,13,18.99,0
Spirits,Whisky,Blended Scotch Whisky,UNITED KINGDOM,17970,JOHNNIE WALKER - 12 YEAR OLD BLACK LABEL,6.22154E+11,1.14,1,40,82.99,NA
Spirits,Liqueurs,Fruit Liqueurs,NETHERLANDS,24380,CHERRY BRANDY - BOLS,80915135028,0.75,1,24,18.99,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,39313,BODACIOUS - SMOOTH RED,63657033685,1.5,1,12.5,17.99,2
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,99200,SAZERAC - 1792 SINGLE BARREL BOURBON,80660001142,0.75,1,49.3,74.99,NA
Wine,Other Country Wine,Other Country Red Wine,MOROCCO,173883,ZENATTA SYROCCO - ALAIN GRAILLOT SYROCCO,6.11113E+12,0.75,1,14,32.99,0
Wine,Italy Wine,Prosecco Wine,ITALY,192153,RUFFINO - PROSECCO EXTRA DRY,8.00166E+12,0.75,1,11,18.99,2
Wine,France Wine,France White Wine,FRANCE,229565,LA CLARTE DE HAUT BRION BLANC 2016,6.2699E+11,0.75,1,13,170,NA
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,253471,ROCK TOWN - FOUR GRAIN SOUR MASH BOURBON WHISKEY,8.58495E+11,0.75,1,46,109.99,NA
Wine,France Wine,France Red Wine,FRANCE,389010,PAUILLAC - LES FORTS DE LATOUR 2015,3.41947E+12,0.75,1,13.7,550,0
Spirits,Vodka,Straight Vodka,FRANCE,547661,GREY GOOSE,5.01068E+12,0.75,1,40,48.99,NA
Wine,France Wine,France Red Wine,FRANCE,719906,GEVREY CHAMBERTIN 1ER LAVAUX ST JACQUES - DOM TORTOCHOT 13,3.76016E+12,0.75,1,13,135.99,0
Spirits,Vodka,Flavoured Vodka,UNITED STATES OF AMERICA,2241,SMIRNOFF INFUSIONS - WATERMELON AND MINT,82000792819,0.75,1,30,20.97,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,61727,GLENDRONACH - KINGSMAN EDITION 1989 VINTAGE,5.0604E+12,0.7,1,50.1,1899.99,NA
Spirits,Rum,Amber Rum,JAMAICA,67433,APPLETON ESTATE - 12YO RARE CASKS,69321004562,0.75,1,43,48.99,NA
Wine,France Wine,France Red Wine,FRANCE,153625,ST ESTEPHE - CHATEAU ORMES DE PEX 2017,3.76002E+12,0.75,1,13,60,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,180667,MONTE CREEK - LIVING LAND PINOT NOIR,7.75413E+11,0.75,1,13,22.99,0
General Merchandise,De-Alcoholized Product,Beer And Refreshment De-Alcoholized Product,NETHERLANDS,208002,HEINEKEN - 0.0,72890005861,0.33,6,0,10.99,NA
Spirits,Liqueurs,Whiskey Liqueurs,CANADA,388430,DR. MCGILLICUDDY'S - MENTHOLMINT,88004400682,0.375,1,24,9.99,NA
Spirits,Asian Spirits,China Spirits,CHINA,399865,1573  NATIONAL CELLAR - LUZHOU LAOJIAO CO.,6.9018E+12,0.5,1,52,220.99,NA
Wine,France Wine,France Red Wine,FRANCE,491525,TOURAINE - HENRY MARIONNET RENAISSANCE GAMAY,3.51017E+12,0.75,1,13.5,43.99,0
Spirits,Liqueurs,Cream/Dairy Liqueurs,UNITED STATES OF AMERICA,569095,BLARNEY'S - CREAM LIQUEUR,85254400011,1.75,1,16,42.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,30513,SALICE SALENTINO RISERVA - CODICI MASSERIE,8.05568E+12,0.75,1,13.5,13.99,0
Spirits,Whisky,Irish Whiskey,IRELAND,53039,GLENDALOUGH - 17 YEAR OLD SINGLE MALT MIZUNARA,7.35851E+11,0.7,1,46,399.99,NA
Wine,France Wine,France Red Wine,FRANCE,96172,CHATEAU RAUSAN SEGLA 2013,,0.75,1,13,99,0
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,137698,PYUR PEACH VODKA SODA CAN,6.2699E+11,0.355,6,4.5,11.99,NA
Spirits,Whisky,Blended Scotch Whisky,UNITED KINGDOM,205167,DEWARS DOUBLE AGENT 32,80480984427,0.375,1,46,179.99,NA
Spirits,Whisky,Other Country Whisky,JAPAN,460855,NIKKA - DAYS,4.90423E+12,0.7,1,40,59.99,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,561175,CEDARCREEK - PINOT GRIS 2019,7.78913E+11,0.75,1,13,21.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,695924,BENRIACH - 12 YEAR OLD SHERRYWOOD,5.06009E+12,0.7,1,46,99.99,NA
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,744532,SYRAH - ESCORIHUELA 1884 ESTATE GROWN MENDOZA,7.22358E+11,0.75,1,14,15.99,1
Wine,Argentina Wine,Argentina White Wine,ARGENTINA,56382,CHARDONNAY - FINCA LOS PRIMOS,7.7907E+12,0.75,1,13,10.47,0
Spirits,Tequila,Gold Tequila,MEXICO,99010,OLMECA - GOLD,80432402153,0.75,1,40,31.99,0
Wine,South Africa Wine,South Africa Red Wine,SOUTH AFRICA,124947,PINOTAGE - RIEBEEK CELLARS SWARTLAND,6.00494E+12,0.75,1,14,7.97,0
Wine,France Wine,France Red Wine,FRANCE,142995,MARGAUX - CHATEAU MARGAUX 2018,3.27704E+12,0.75,1,13,1500,NA
Wine,France Wine,France Red Wine,FRANCE,143001,MOULIS - CHATEAU MAUCAILLOU 2018,3.76006E+12,0.75,1,13,60,NA
General Merchandise,De-Alcoholized Product,Wine De-Alcoholized Product,SPAIN,187906,FREIXENET - LEGERO,8.41038E+12,0.75,1,0.4,8.99,0
Beer,Import Beer,Europe Beer,AUSTRIA,319327,STIEGL - GRAPEFRUIT RADLER TALL CAN,9.0034E+12,0.5,1,2.5,3.39,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,333880,CALLIOPE - FIGURE 8 WHITE 2020,6.88229E+11,0.75,1,13,16.99,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,347203,GEHRINGER - PRIVATE RESERVE PINOT GRIS 2020,6.23871E+11,0.75,1,13,15.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,485816,MARTINS LANE - PINOT NOIR VINEYARD SET,7.76546E+11,0.75,3,14.3,299.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,530352,GLENFIDDICH - ANCIENT RESERVE 18 YEAR OLD,5.01033E+12,0.75,1,40,165.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,776955,TALISKER - DISTILLERS EDITION,6.22154E+11,0.75,1,45.8,119.99,NA
Wine,Italy Wine,Italy White Wine,ITALY,958900,SICILIA GRILLO - NICOSIA VEGAN ORGANIC VEGAN,8.00101E+12,0.75,1,12.5,19.99,0
Wine,France Wine,France White Wine,FRANCE,960658,CHATEAU SMITH HAUT LAFITTE BLANC 2013,,0.75,1,13,170,0
Wine,Italy Wine,Italy Red Wine,ITALY,32326,TOSCANA - MATAROCCHIO,8.00194E+12,0.75,1,14.5,600,0
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,87440,ARIZONA - HARD LEMON TEA CAN,56327017764,0.355,6,5,12.79,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,92662,DALMORE - SHERRY CASK SELECT 12 YEAR OLD,5.01397E+12,0.7,1,43,129.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,216085,AMARONE CLASSICO - MONTE DEL FRA LENA DI MEZZO 2013,8.38547E+11,0.75,1,15,57.99,0
Wine,France Wine,France Champagne Wine,FRANCE,349688,KRUG - GRAND CUVEE,3.25806E+12,0.75,1,12,315.99,0
Wine,France Wine,France Red Wine,FRANCE,363598,CHATEAU LAGRANGE 2014,3.32816E+12,0.75,1,13,50,0
Wine,France Wine,France Sparkling Wine,FRANCE,15727,DE CHANCENY - CREMANT DE LOIRE ROSE BRUT,1.85961E+11,0.75,1,10.5,26.99,0
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,67351,CABERNET SAUVIGNON - PATO CRIOLLO,7.79031E+12,1,1,13,6.97,1
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,74548,BENROMACH - 10 YEARS OLD,7.47021E+11,0.75,1,43,69.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,86243,TOSCANA - LUCE DELLA VITE 2016,8.00237E+12,0.75,1,15,129.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,110089,CABERNET SAUVIGNON - PENFOLDS BIN 98 QUANTUM,12354724358,0.75,1,14.5,900,0
Wine,Italy Wine,Italy Red Wine,ITALY,127183,BRUNELLO DI MONTALCINO - BANFI POGGIO ALLE MURA 2016,8.01567E+12,0.75,1,15,82.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,171058,CABERNET SAUVIGNON - ORIN SWIFT PALERMO NAPA 2018,6.2699E+11,0.75,1,15.5,69.99,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,171496,GEHRINGER - AUXERROIS OLD VINES GOLDEN MILE BENCH 2020,6.23871E+11,0.75,1,12.1,14.99,1
Wine,Spain Wine,Spain White Wine,SPAIN,173813,VALDEORRAS GODELLO - ALBAMAR-CEIBO,8.43701E+12,0.75,1,13.5,45.99,0
Wine,France Wine,France Red Wine,FRANCE,196918,MARGAUX - CHATEAU DU TERTRE 2017,3.60905E+12,0.75,1,13,80,NA
Wine,Australia Wine,Australia White Wine,AUSTRALIA,455022,CHARDONNAY - BANROCK STATION UNWOODED,9.31104E+12,0.75,1,13,9.99,0
Wine,France Wine,France White Wine,FRANCE,563007,CHATEAU HAUT BRION BLANC 2015,6.2699E+11,0.75,1,13,1800,NA
Wine,Italy Wine,Italy Red Wine,ITALY,617944,ETNA ROSSO - PIETRADOLCE VIGNA BARBAGALLI 2016,7.26452E+11,0.75,1,15,129.99,0
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,CANADA,31115,COLLECTIVE ARTS - STRANGER THAN FICTION CAN,1.8636E+11,0.473,1,5.5,3.39,NA
Spirits,Whisky,Canadian Whisky,CANADA,75107,GRAY JAY DELUXE - CANADIAN WHISKY,6.71858E+11,0.75,1,40,32.99,NA
Spirits,Whisky,Canadian Whisky,CANADA,83097,ALBERTA PREMIUM CANADIAN RYE,7.7768E+11,0.2,1,40,6.99,NA
Wine,Fortified Wine,Other Fortified Import Wine,UNITED STATES OF AMERICA,197707,QUADY - ESSENSIA ORANGE MUSCAT 2016,13022000088,0.375,1,15,17.99,10
Wine,France Wine,France Red Wine,FRANCE,226319,PAUILLAC - CHATEAU  LATOUR 2006,3.25869E+12,0.75,1,13,1500,0
Spirits,Vodka,Straight Vodka,SWEDEN,236323,ABSOLUT,87000001114,1.14,1,40,37.99,0
Wine,France Wine,France Red Wine,FRANCE,371344,ST ESTEPHE - CHATEAU LAFON ROCHET 2014,6.2699E+11,0.75,1,13,70,0
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,427313,BASIL HAYDEN - TOAST,80686012344,0.75,1,40,64.99,NA
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,447052,MOLSON - CANADIAN CAN,56327005648,0.355,36,5,50.79,NA
Spirits,Vodka,Straight Vodka,UNITED STATES OF AMERICA,504787,FITH GENERATION - TITO'S HANDMADE,6.19947E+11,1.75,1,40,69.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,834143,TOSCANA - ARGIANO NON CONFUNDITOR 2018,8.02293E+12,0.75,1,13.5,29.99,0
Wine,France Wine,France Red Wine,FRANCE,961086,CHATEAU LAFITE ROTHSCHILD 2013,,0.75,1,13,1200,NA
Wine,France Wine,France White Wine,FRANCE,56265,PAYS D'OC WHITE - ARROGANT FROG,3.76004E+12,3,1,13.5,31.99,0
Refreshment Beverages,Cider,Domestic Cider,CANADA,59918,LONETREE CIDER - CITRUS CAN,6.2699E+11,0.355,6,5.5,11.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,70860,TOSCANA CABERNET FRANC - POGGIO ARGENTIERA POGGIO RASO 2018,8.03277E+12,0.75,1,15,51.99,0
Wine,France Wine,France Red Wine,FRANCE,97538,ST ESTEPHE - CHATEAU PHELAN SEGUR 2018,,0.75,1,13,110,NA
Wine,France Wine,France Champagne Wine,FRANCE,116836,BILLECART SALMON - VINTAGE 2007,3.11395E+12,1.5,1,12,315.99,0
Wine,France Wine,France Red Wine,FRANCE,203480,PAUILLAC - CARRUADES DE LAFITE 2017,,0.75,1,13,425,NA
Spirits,Liqueurs,Fruit Liqueurs,FRANCE,228031,GRAND MARNIER - CORDON ROUGE,3.0183E+12,0.2,1,40,14.49,NA
Wine,South Africa Wine,South Africa White Wine,SOUTH AFRICA,300335,SAUVIGNON BLANC - ACHERON FOOTPRINT WESTERN CAPE,6.00968E+12,0.75,1,12.4,12.99,0
Spirits,Grape and Fruit Brandy,Grappa And Marc,ITALY,523480,GRAPPA DI MOSCATO - MASCHIO BENIAMINO,8.0046E+12,0.7,1,40,38.49,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,555862,CABERNET SAUVIGNON - J LOHR PASO ROBLES HILLTOP 2018,89121348529,0.75,1,15.1,46.99,0
Wine,France Wine,France Champagne Wine,FRANCE,647297,ARMAND DE BRIGNAC - BRUT LIMITED EDITION GOLD,8.13497E+11,0.75,1,12.5,359.99,1
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,748152,HIGHLAND PARK - 15 YEAR OLD,87236400415,0.75,1,44,135.99,NA
Spirits,Whisky,Canadian Whisky,CANADA,3822,LOT NO. 40 - RYE WHISKY,48415520041,0.75,1,43,38.99,NA
